
113, 182, 34,  212, 136, 355, 30, 384, 132
114, 195, 71,  210, 147, 362, 59, 380, 135
115, 196, 66,  216, 219, 362, 56, 379, 174
116, 198, 65,  218, 178, 361, 54, 371, 145
117, 193, 65,  215, 192, 361, 54, 378, 192
118, 186, 39,  209, 153, 348, 76, 366, 182
119, 179, 39,  203, 154, 353, 47, 370, 144
120, 180, 29,  200, 149, 356, 47, 375, 167
121, 193, 55,  205, 146, 357, 41, 376, 137
122, 191, 57,  216, 169, 356, 45, 375, 134
123, 197, 70,  219, 181, 347, 76, 364, 202
124, 188, 51,  213, 155, 346, 60, 365, 152
125, 190, 48,  199, 146, 355, 40, 370, 131
126, 185, 44,  198, 140, 354, 38, 375, 153
127, 190, 47,  207, 155, 345, 45, 365, 138
128, 201, 43,  211, 140, 355, 26, 373, 147
129, 197, 35,  213, 126, 353, 18, 366, 97


130, 185, 38,  201, 168, 331, 40, 354, 157
131, 160, 67,  192, 188, 333, 37, 360, 161
132, 165, 59,  198, 186, 345, 43, 372, 159
133, 179, 57,  204, 193, 327, 35, 355, 158
134, 176, 74,  207, 191, 352, 72, 367, 197
135, 179, 41,  204, 142, 347, 39, 371, 147
136, 179, 46,  198, 150, 348, 39, 369, 144
137, 174, 45,  199, 140, 346, 44, 364, 142
138, 168, 42,  198, 181, 337, 44, 374, 194
139, 175, 30,  198, 135, 330, 41, 350, 151
140, 174, 37,  194, 135, 341, 34, 361, 136
141, 170, 37,  203, 210, 325, 29, 353, 186
142, 168, 53,  184, 171, 348, 36, 359, 144
143, 172, 21,  194, 124, 345, 25, 359, 133
144, 174, 32,  185, 121, 341, 34, 350, 129
145, 179, 30,  173, 205, 357, 35, 354, 155
146, 194, 21,  184, 94, 365, 31, 359, 100
147, 180, 26,  171, 112, 371, 31, 366, 127
148, 162, 21,  175, 117, 341, 28, 346, 131
149, 159, 19,  185, 193, 340, 27, 352, 155
150, 179, 16,  183, 124, 344, 16, 350, 138
151, 176, 18,  176, 109, 343, 12, 350, 134
152, 178, 18,  180, 128, 344, 26, 344, 143
153, 179, 16,  177, 144, 347, 22, 351, 130
154, 178, 16,  180, 97, 341, 19, 343, 128
155, 162, 36,  175, 159, 342, 18, 347, 133
156, 166, 37,  177, 141, 335, 15, 338, 78
157, 161, 30,  183, 148, 335, 56, 348, 152
167, 170, 30,  166, 131, 353, 37, 344, 133
168, 172, 41,  165, 150, 345, 37, 343, 130
169, 158, 45,  166, 151, 327, 37, 335, 161
170, 160, 37,  161, 144, 340, 38, 336, 147
171, 161, 39,  160, 150, 341, 43, 340, 129
172, 158, 29,  156, 137, 318, 31, 315, 151
173, 167, 49,  166, 152, 340, 42, 334, 137
174, 162, 47,  161, 151, 333, 39, 333, 136
175, 162, 37,  167, 131, 330, 28, 329, 132
176, 148, 36,  163, 139, 324, 26, 333, 125
177, 149, 35,  148, 144, 340, 21, 340, 120
178, 159, 36,  158, 128, 342, 31, 338, 139
179, 164, 24,  154, 129, 329, 18, 318, 137
180, 148, 28,  133, 138, 331, 17, 315, 132
181, 151, 107,  133, 237, 324, 78, 304, 194
182, 148, 103,  126, 220, 318, 64, 305, 158
183, 147, 99,  136, 229, 315, 63, 302, 190
184, 145, 78,  128, 223, 312, 61, 302, 187
185, 141, 67,  139, 113, 333, 47, 323, 123
186, 138, 59,  132, 223, 327, 52, 327, 156
191, 136, 40,  130, 96, 326, 34, 315, 94


192, 131, 39,  129, 93, 323, 34, 316, 87
193, 138, 37,  127, 190, 320, 36, 316, 149
194, 131, 34,  127, 89, 319, 28, 310, 110
195, 130, 42,  131, 89, 320, 20, 312, 95
196, 139, 69,  143, 189, 310, 55, 301, 137
201, 140, 28,  140, 175, 304, 71, 299, 166
202, 117, 37,  139, 166, 307, 13, 317, 129
203, 151, 24,  147, 173, 331, 24, 332, 124
204, 147, 23,  151, 173, 330, 20, 332, 132
210, 120, 34,  170, 163, 302, 11, 343, 125
211, 120, 26,  161, 157, 309, 12, 343, 140
212, 125, 27,  185, 157, 320, 17, 363, 114
213, 113, 20,  170, 149, 321, 17, 363, 123
214, 125, 17,  173, 147, 319, 16, 362, 132
215, 119, 25,  188, 160, 320, 27, 374, 148
216, 116, 26,  190, 159, 311, 20, 364, 133
217, 124, 20,  184, 151, 301, 21, 348, 134
265, 172, 25,  226, 138, 347, 12, 393, 107
266, 167, 18,  231, 131, 349, 12, 403, 132
267, 175, 17,  258, 154, 352, 19, 399, 97
268, 164, 17,  249, 138, 346, 12, 401, 112
269, 178, 14,  239, 133, 348, 18, 407, 161
270, 179, 14,  240, 124, 346, 18, 397, 125
271, 180, 27,  242, 142, 357, 22, 409, 151
272, 178, 25,  242, 140, 337, 12, 379, 111
273, 177, 18,  218, 116, 352, 18, 395, 127
274, 181, 8,  213, 121, 361, 10, 398, 134
275, 194, 29,  242, 137, 358, 18, 383, 117
276, 195, 28,  242, 131, 362, 18, 399, 125
277, 182, 24,  234, 112, 360, 19, 395, 119
278, 192, 25,  229, 108, 355, 16, 385, 109
279, 195, 24,  238, 125, 355, 17, 396, 136
280, 194, 25,  234, 125, 345, 9, 390, 126
281, 193, 25,  239, 137, 350, 15, 378, 116
282, 188, 28,  228, 93, 358, 17, 390, 99
283, 193, 24,  223, 111, 351, 12, 372, 107
284, 195, 39,  226, 122, 357, 15, 367, 104
285, 192, 40,  221, 121, 354, 51, 379, 134
296, 195, 31,  191, 105, 365, 21, 358, 103


302, 185, 37,  179, 122, 346, 23, 342, 125
303, 190, 33,  183, 118, 356, 23, 349, 124
304, 183, 30,  182, 104, 345, 15, 341, 120
305, 189, 29,  176, 93, 354, 20, 347, 105
306, 186, 25,  177, 94, 361, 16, 348, 94
307, 180, 27,  176, 91, 358, 13, 347, 86
308, 186, 13,  172, 87, 360, 12, 353, 85
309, 177, 21,  177, 99, 345, 10, 339, 102
310, 177, 33,  172, 133, 340, 11, 335, 102
311, 171, 13,  165, 94, 366, 16, 354, 126
319, 179, 19,  159, 89, 355, 16, 334, 91
320, 170, 17,  156, 87, 348, 10, 337, 84
321, 173, 21,  153, 108, 352, 14, 337, 85
322, 171, 15,  159, 97, 353, 11, 336, 88
323, 172, 17,  150, 96, 356, 12, 330, 106
324, 176, 28,  163, 112, 342, 26, 326, 107
325, 175, 24,  146, 118, 349, 28, 325, 121
329, 170, 14,  159, 87, 338, 10, 331, 105
330, 166, 17,  148, 107, 342, 8, 328, 112
331, 172, 24,  158, 112, 342, 11, 319, 101
332, 161, 8,  146, 100, 346, 10, 323, 113
338, 153, 13,  131, 103, 342, 17, 318, 111
339, 155, 11,  130, 94, 343, 13, 321, 113
340, 153, 16,  131, 91, 340, 12, 319, 101
341, 154, 14,  131, 86, 337, 13, 310, 91
342, 160, 12,  136, 92, 335, 13, 306, 82
343, 160, 12,  142, 93, 337, 16, 315, 94
344, 162, 21,  130, 115, 335, 14, 311, 93
345, 151, 22,  130, 97, 336, 16, 304, 99
346, 152, 24,  128, 93, 334, 15, 315, 90
347, 152, 19,  127, 94, 334, 11, 312, 87
348, 147, 21,  124, 93, 330, 12, 303, 120
349, 154, 14,  124, 97, 332, 12, 298, 111
350, 156, 18,  117, 113, 341, 12, 299, 113
351, 155, 15,  123, 95, 339, 10, 314, 83
352, 151, 10,  115, 90, 330, 15, 296, 114
353, 151, 22,  112, 91, 317, 25, 279, 102
354, 155, 23,  130, 83, 305, 21, 271, 108
355, 153, 14,  123, 80, 300, 17, 274, 84
356, 139, 18,  106, 93, 309, 15, 271, 109
357, 142, 14,  106, 82, 320, 16, 296, 89
369, 141, 17,  124, 97, 312, 28, 291, 108
370, 128, 15,  111, 108, 316, 26, 299, 109
371, 140, 14,  124, 116, 304, 21, 293, 106
372, 138, 13,  114, 105, 306, 23, 289, 109
373, 139, 13,  125, 114, 302, 12, 288, 108
374, 134, 13,  129, 113, 295, 14, 294, 102
375, 135, 23,  119, 112, 298, 10, 299, 104
376, 139, 14,  118, 101, 310, 16, 289, 103
377, 134, 14,  119, 94, 307, 13, 290, 96
378, 138, 23,  130, 114, 304, 19, 294, 95
379, 134, 11,  124, 102, 306, 15, 290, 93
380, 132, 12,  105, 105, 307, 16, 284, 88
381, 132, 9,  116, 101, 305, 17, 290, 86
451, 160, 16,  216, 107, 334, 10, 379, 91
452, 157, 17,  224, 108, 344, 14, 397, 92
453, 178, 33,  243, 132, 340, 26, 386, 107
454, 163, 22,  234, 109, 350, 19, 405, 113
455, 175, 32,  237, 127, 366, 32, 414, 107


456, 178, 29,  237, 121, 325, 14, 373, 101
457, 164, 24,  229, 120, 330, 19, 381, 103
458, 169, 10,  232, 85, 329, 13, 384, 97
459, 177, 11,  232, 83, 324, 12, 381, 91
460, 178, 36,  236, 117, 340, 10, 387, 102
461, 183, 8,  247, 103, 351, 10, 397, 99
462, 195, 36,  275, 166, 361, 12, 415, 97
463, 225, 63,  276, 158, 369, 46, 445, 166
464, 219, 51,  268, 141, 372, 39, 426, 156
465, 197, 28,  254, 110, 372, 21, 407, 82
466, 220, 56,  265, 132, 371, 19, 402, 80
467, 221, 59,  261, 133, 371, 18, 407, 81
468, 218, 59,  262, 135, 374, 43, 417, 148
469, 215, 55,  278, 163, 375, 54, 418, 171
470, 222, 56,  261, 129, 375, 15, 418, 101
471, 215, 56,  261, 128, 382, 43, 431, 170
472, 217, 56,  274, 170, 374, 20, 417, 104
473, 208, 35,  252, 130, 367, 13, 400, 91
474, 219, 58,  248, 132, 371, 18, 402, 106
475, 214, 58,  253, 168, 362, 60, 402, 190
476, 215, 56,  261, 175, 374, 23, 416, 166
477, 213, 57,  245, 151, 375, 42, 416, 163
478, 201, 45,  244, 158, 337, 11, 364, 109
479, 201, 43,  232, 128, 347, 81, 378, 191
480, 203, 41,  240, 146, 354, 82, 389, 202
481, 203, 43,  246, 160, 337, 19, 401, 187
482, 210, 56,  254, 181, 359, 88, 385, 207
483, 214, 56,  252, 179, 353, 81, 386, 206
484, 202, 41,  238, 119, 327, 13, 358, 110
485, 187, 20,  244, 157, 325, 9, 358, 107
486, 196, 22,  240, 136, 340, 9, 389, 201
487, 186, 19,  234, 129, 322, 12, 357, 114
488, 186, 20,  239, 146, 311, 12, 346, 129
489, 176, 19,  238, 160, 326, 13, 362, 114


490, 217, 61,  242, 135, 309, 19, 344, 125
491, 216, 59,  242, 140, 347, 82, 378, 210
492, 212, 57,  237, 143, 344, 20, 387, 164
493, 212, 58,  253, 166, 318, 15, 354, 117
494, 217, 58,  255, 177, 350, 16, 376, 104
495, 204, 48,  241, 133, 330, 9, 363, 102
496, 203, 43,  241, 144, 318, 16, 356, 138
497, 203, 43,  240, 144, 319, 14, 358, 112
498, 216, 57,  240, 134, 349, 79, 385, 197
499, 196, 51,  237, 156, 309, 18, 359, 138
500, 196, 43,  242, 161, 306, 18, 344, 128
501, 189, 20,  241, 141, 307, 20, 346, 130
502, 214, 59,  252, 162, 350, 79, 381, 191
503, 216, 57,  260, 177, 318, 15, 356, 118
504, 188, 22,  258, 168, 322, 12, 362, 131
505, 189, 23,  254, 162, 314, 15, 375, 153
506, 191, 21,  235, 132, 353, 84, 386, 203
507, 216, 63,  245, 165, 326, 12, 365, 121
508, 213, 64,  248, 164, 326, 15, 358, 130
509, 206, 53,  237, 137, 347, 81, 379, 193
510, 213, 62,  256, 173, 320, 15, 353, 135
511, 211, 64,  259, 179, 355, 90, 399, 206
512, 214, 63,  242, 134, 368, 100, 388, 172
513, 207, 63,  257, 174, 320, 15, 369, 140
514, 202, 50,  236, 131, 327, 13, 365, 113
515, 217, 61,  252, 161, 326, 14, 364, 121
516, 215, 58,  255, 166, 321, 15, 366, 130
517, 215, 58,  252, 187, 371, 101, 399, 206
526, 216, 63,  256, 168, 328, 12, 361, 109
527, 203, 47,  236, 160, 344, 14, 376, 102
528, 213, 61,  237, 160, 364, 43, 403, 152
529, 233, 97,  261, 187, 363, 43, 402, 154
530, 213, 57,  241, 132, 360, 82, 394, 191
531, 214, 56,  256, 174, 365, 42, 412, 164
532, 209, 52,  239, 126, 367, 43, 411, 157
533, 212, 52,  248, 151, 321, 10, 372, 147
534, 211, 51,  247, 153, 333, 16, 376, 148
535, 224, 87,  255, 187, 366, 43, 403, 171
536, 211, 50,  236, 142, 320, 12, 358, 129
537, 194, 18,  231, 133, 368, 93, 394, 210
544, 215, 80,  221, 178, 359, 45, 361, 185
545, 206, 67,  214, 159, 338, 71, 351, 182
546, 203, 35,  215, 141, 353, 42, 364, 143
552, 198, 31,  219, 135, 354, 23, 367, 135
553, 197, 42,  224, 164, 350, 57, 365, 171
554, 207, 53,  226, 151, 362, 46, 389, 172
555, 204, 53,  213, 145, 357, 59, 365, 173
556, 214, 61,  230, 183, 347, 53, 366, 159
557, 206, 67,  230, 165, 357, 52, 368, 155
558, 209, 59,  222, 135, 359, 46, 367, 135
559, 200, 46,  218, 159, 354, 49, 374, 152
560, 201, 67,  223, 183, 352, 48, 363, 156
561, 206, 56,  225, 156, 360, 65, 366, 174
562, 204, 44,  219, 127, 362, 36, 377, 143
563, 203, 56,  226, 142, 352, 61, 367, 165
564, 203, 42,  219, 141, 357, 46, 364, 160
565, 208, 55,  222, 142, 354, 43, 366, 154
566, 201, 52,  223, 151, 352, 41, 358, 165
567, 204, 52,  222, 131, 344, 38, 361, 155
568, 204, 55,  221, 168, 340, 40, 357, 160
569, 203, 93,  223, 196, 348, 75, 370, 203
570, 191, 59,  216, 192, 339, 39, 359, 174
571, 200, 85,  217, 171, 340, 62, 357, 240
572, 198, 77,  217, 177, 352, 57, 365, 154


573, 197, 64,  217, 171, 339, 34, 351, 146
574, 197, 67,  218, 174, 337, 35, 346, 146
575, 200, 57,  217, 179, 336, 32, 346, 147
576, 200, 77,  221, 168, 320, 59, 333, 163
577, 200, 83,  217, 189, 327, 54, 349, 187
578, 198, 71,  217, 172, 327, 55, 336, 147
579, 194, 131,  221, 271, 333, 80, 363, 220
580, 187, 89,  204, 203, 323, 48, 341, 184
581, 185, 91,  204, 196, 319, 50, 332, 172
582, 182, 67,  205, 190, 326, 47, 333, 139
583, 186, 62,  206, 175, 327, 47, 337, 139
584, 192, 54,  204, 155, 309, 48, 321, 151
585, 189, 67,  199, 162, 315, 44, 326, 151
586, 177, 63,  202, 189, 316, 43, 332, 153
587, 196, 60,  206, 171, 331, 45, 344, 154
588, 191, 60,  207, 161, 335, 54, 340, 140
589, 200, 46,  202, 148, 337, 26, 342, 138
590, 187, 66,  201, 168, 333, 39, 341, 155
591, 202, 46,  198, 142, 338, 38, 340, 147
592, 202, 67,  204, 161, 340, 36, 346, 129
593, 197, 55,  204, 166, 343, 39, 345, 147
594, 188, 50,  202, 159, 346, 31, 355, 152
595, 191, 50,  200, 151, 327, 29, 338, 131
607, 192, 62,  204, 143, 329, 26, 345, 156
608, 190, 52,  196, 139, 341, 21, 342, 136
609, 178, 46,  192, 148, 323, 24, 341, 152
610, 181, 47,  190, 134, 322, 22, 327, 121
611, 181, 55,  189, 132, 341, 88, 348, 184
618, 181, 50,  192, 193, 339, 79, 346, 198
619, 175, 65,  191, 218, 345, 76, 350, 193
620, 184, 81,  197, 201, 336, 73, 345, 194
621, 181, 71,  190, 197, 339, 72, 342, 183
622, 175, 63,  183, 111, 348, 69, 347, 153
623, 172, 83,  182, 233, 330, 84, 335, 218
624, 171, 86,  181, 230, 320, 82, 332, 224
625, 176, 63,  183, 194, 345, 59, 352, 161
626, 184, 59,  180, 174, 347, 63, 335, 179
627, 182, 57,  177, 166, 346, 61, 335, 160
628, 181, 49,  167, 167, 346, 59, 331, 162
629, 182, 52,  168, 165, 338, 76, 325, 179
630, 181, 49,  169, 167, 343, 62, 329, 163
631, 179, 47,  169, 163, 347, 56, 332, 155
632, 195, 35,  169, 160, 345, 39, 330, 134
633, 180, 43,  159, 160, 346, 41, 332, 135
634, 172, 48,  163, 166, 343, 57, 327, 157
635, 174, 37,  165, 158, 338, 48, 326, 157
636, 176, 72,  161, 170, 332, 59, 323, 160
637, 172, 71,  161, 171, 338, 65, 326, 153
638, 166, 145,  157, 247, 328, 103, 320, 190
639, 168, 147,  165, 247, 329, 110, 320, 190
640, 169, 142,  162, 245, 326, 107, 322, 225
641, 169, 138,  167, 245, 326, 109, 326, 222
642, 160, 141,  156, 239, 310, 169, 302, 260
643, 162, 136,  157, 252, 309, 169, 297, 267
644, 157, 131,  157, 230, 326, 99, 312, 212
645, 159, 131,  148, 231, 306, 159, 291, 292
646, 161, 127,  150, 228, 326, 94, 312, 204
647, 159, 125,  143, 231, 320, 75, 299, 185
648, 159, 124,  147, 225, 307, 160, 298, 250


649, 165, 50,  151, 142, 341, 46, 325, 125
650, 156, 136,  144, 224, 302, 157, 286, 251
651, 154, 130,  145, 228, 307, 152, 282, 269
652, 156, 127,  147, 217, 305, 150, 295, 242
653, 155, 117,  146, 215, 301, 142, 286, 274
654, 158, 113,  148, 213, 305, 143, 283, 255
655, 155, 124,  145, 214, 301, 141, 288, 270
656, 146, 160,  138, 263, 299, 139, 286, 269
657, 146, 157,  141, 247, 295, 139, 281, 250
658, 144, 159,  137, 246, 294, 183, 282, 278
659, 139, 154,  135, 248, 288, 159, 284, 268
660, 143, 122,  129, 214, 304, 131, 284, 262
661, 145, 115,  128, 260, 299, 127, 278, 265
662, 152, 107,  133, 285, 299, 127, 282, 267
663, 144, 102,  133, 202, 299, 129, 277, 266
664, 136, 140,  125, 254, 296, 123, 276, 260
665, 151, 100,  138, 201, 311, 62, 299, 158
666, 150, 86,  137, 187, 309, 72, 287, 190
667, 148, 86,  136, 193, 299, 118, 273, 241
668, 141, 86,  130, 191, 297, 113, 277, 219
669, 141, 82,  130, 197, 295, 109, 272, 218
670, 138, 133,  129, 216, 294, 114, 285, 206
671, 150, 80,  127, 164, 305, 116, 281, 
672, 147, 78,  133, 165, 305, 73, 294, 175
673, 142, 75,  133, 189, 302, 109, 291, 213
674, 142, 73,  124, 206, 292, 104, 276, 217
675, 142, 71,  132, 172, 294, 103, 273, 207
676, 145, 67,  132, 154, 311, 92, 294, 189
677, 140, 106,  130, 208, 296, 93, 275, 229
678, 137, 82,  119, 183, 297, 93, 272, 193
679, 132, 109,  106, 219, 289, 117, 269, 230
680, 123, 100,  89, 212, 290, 115, 266, 197
681, 124, 101,  85, 235, 293, 124, 270, 193
682, 134, 105,  110, 239, 280, 111, 258, 207
683, 129, 103,  117, 238, 289, 84, 277, 209
695, 128, 66,  130, 174, 289, 63, 284, 179
696, 132, 79,  137, 172, 284, 63, 281, 186
697, 133, 101,  120, 189, 300, 125, 283, 221
698, 139, 124,  126, 232, 294, 119, 282, 229


699, 136, 167,  120, 289, 303, 146, 286, 266
700, 143, 127,  132, 234, 296, 117, 294, 266
701, 142, 127,  121, 235, 287, 128, 263, 240
702, 144, 124,  132, 237, 283, 120, 269, 228
703, 139, 117,  125, 254, 276, 111, 264, 207
704, 136, 122,  125, 228, 278, 108, 264, 201
705, 141, 120,  123, 235, 273, 126, 260, 250
706, 146, 96,  137, 207, 297, 86, 278, 223
707, 143, 99,  140, 208, 306, 98, 299, 207
708, 133, 56,  148, 159, 295, 38, 319, 149
709, 146, 84,  193, 223, 295, 61, 348, 210
710, 147, 102,  193, 251, 315, 88, 354, 228
711, 150, 109,  187, 255, 312, 94, 337, 221
712, 142, 105,  140, 240, 298, 68, 302, 208
713, 138, 94,  138, 204, 306, 76, 305, 179
714, 140, 82,  150, 198, 287, 64, 297, 170
715, 133, 80,  142, 198, 295, 68, 294, 219
716, 144, 97,  150, 232, 292, 47, 296, 183
717, 138, 65,  146, 163, 290, 48, 291, 168
718, 135, 83,  140, 187, 291, 42, 291, 163
719, 127, 47,  131, 180, 289, 64, 293, 183
720, 129, 45,  140, 197, 296, 39, 297, 173
721, 140, 89,  149, 223, 290, 59, 291, 207
722, 148, 99,  155, 229, 291, 97, 289, 220
723, 142, 109,  154, 237, 293, 87, 299, 200
724, 131, 75,  142, 215, 298, 90, 308, 234
725, 120, 84,  121, 214, 296, 85, 295, 219
726, 132, 75,  127, 210, 299, 82, 295, 199
727, 137, 103,  145, 237, 296, 80, 302, 193
728, 141, 66,  135, 158, 305, 56, 303, 169
729, 135, 37,  141, 144, 305, 52, 303, 172
740, 153, 126,  194, 264, 303, 154, 338, 286
741, 132, 62,  164, 187, 294, 49, 315, 177
742, 139, 99,  168, 227, 288, 49, 308, 185
743, 143, 107,  166, 242, 287, 49, 317, 283
744, 141, 106,  154, 222, 305, 77, 314, 181
745, 148, 121,  147, 227, 302, 79, 299, 212
746, 155, 84,  166, 200, 299, 59, 307, 173
747, 148, 107,  167, 221, 286, 42, 309, 176
